StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,consent,attn_check_1,attn_check_2,attn_check_3_1,attn_check_3_2,attn_check_3_3,attn_check_4,WW_det_identity_1_1,WW_det_identity_2_1,WW_det_identity_3_1,WW_det_identity_telo_1,WW_det_prediction_1,WW_det_prediction_es_1,WW_det_prediction_te_1,WW_det_prediction_ca_1,WW_det_comp_prev,WW_det_comp_1,WW_det_comp_2,WW_imp_identity_1_1,WW_imp_identity_2_1,WW_imp_identity_3_1,WW_imp_identity_telo_1,WW_imp_prediction_1,WW_imp_prediction_es_1,WW_imp_prediction_te_1,WW_imp_prediction_ca_1,WW_imp_comp_prev,WW_imp_comp_1,WW_imp_comp_2,BL_det_identity_1_1,BL_det_identity_2_1,BL_det_identity_3_1,BL_det_identity_telo_1,BL_det_prediction_1,BL_det_prediction_es_1,BL_det_prediction_te_1,BL_det_prediction_ca_1,BL_det_comp_prev,BL_det_comp_1,BL_det_comp_2,BL_imp_identity_1_1,BL_imp_identity_2_1,BL_imp_identity_3_1,BL_imp_identity_telo_1,BL_imp_prediction_1,BL_imp_prediction_es_1,BL_imp_prediction_te_1,BL_imp_prediction_ca_1,BL_imp_comp_prev,BL_imp_comp_1,BL_imp_comp_2,WC_det_identity_1_1,WC_det_identity_2_1,WC_det_identity_3_1,WC_det_identity_telo_1,WC_det_prediction_1,WC_det_prediction_es_1,WC_det_prediction_te_1,WC_det_prediction_ca_1,WC_det_comp_prev,WC_det_comp_1,WC_det_comp_2,WC_imp_identity_1_1,WC_imp_identity_2_1,WC_imp_identity_3_1,WC_imp_identity_telo_1,WC_imp_prediction_1,WC_imp_prediction_es_1,WC_imp_prediction_te_1,WC_imp_prediction_ca_1,WC_imp_comp_prev,WC_imp_comp_1,WC_imp_comp_2,AM_det_identity_1_1,AM_det_identity_2_1,AM_det_identity_3_1,AM_det_identity_telo_1,AM_det_prediction_1,AM_det_prediction_es_1,AM_det_prediction_te_1,AM_det_prediction_ca_1,AM_det_comp_prev,AM_det_comp_1,AM_det_comp_2,AM_imp_identity_1_1,AM_imp_identity_2_1,AM_imp_identity_3_1,AM_imp_identity_telo_1,AM_imp_prediction_1,AM_imp_prediction_es_1,AM_imp_prediction_te_1,AM_imp_prediction_ca_1,AM_imp_comp_prev,AM_imp_comp_1,AM_imp_comp_2,TC_det_identity_1_1,TC_det_identity_2_1,TC_det_identity_3_1,TC_det_identity_telo_1,TC_det_prediction_1,TC_det_prediction_es_1,TC_det_prediction_te_1,TC_det_prediction_ca_1,TC_det_comp_prev,TC_det_comp_1,TC_det_comp_2,TC_imp_identity_1_1,TC_imp_identity_2_1,TC_imp_identity_3_1,TC_imp_identity_telo_1,TC_imp_prediction_1,TC_imp_prediction_es_1,TC_imp_prediction_te_1,TC_imp_prediction_ca_1,TC_imp_comp_prev,TC_imp_comp_1,TC_imp_comp_2,RO_det_identity_1_1,RO_det_identity_2_1,RO_det_identity_3_1,RO_det_identity_telo_1,RO_det_prediction_1,RO_det_prediction_es_1,RO_det_prediction_te_1,RO_det_prediction_ca_1,RO_det_comp_prev,RO_det_comp_1,RO_det_comp_2,RO_imp_identity_1_1,RO_imp_identity_2_1,RO_imp_identity_3_1,RO_det_identity_telo_1,RO_imp_prediction_1,RO_imp_prediction_es_1,RO_imp_prediction_te_1,RO_imp_prediction_ca_1,RO_imp_comp_prev,RO_imp_comp_1,RO_imp_comp_2,BT_det_identity_1_1,BT_det_identity_2_1,BT_det_identity_3_1,BT_det_identity_telo_1,BT_det_prediction_1,BT_det_prediction_es_1,BT_det_prediction_te_1,BT_det_prediction_ca_1,BT_det_comp_prev,BT_det_comp_1,BT_det_comp_2,BT_imp_identity_1_1,BT_imp_identity_2_1,BT_imp_identity_3_1,BT_imp_identity_telo_1,BT_imp_prediction_1,BT_imp_prediction_es_1,BT_imp_prediction_te_1,BT_imp_prediction_ca_1,BT_imp_comp_prev,BT_imp_comp_1,BT_imp_comp_2,DL_det_identity_1_1,DL_det_identity_2_1,DL_det_identity_3_1,DL_det_identity_telo_1,DL_det_prediction_1,DL_det_prediction_es_1,DL_det_prediction_te_1,DL_det_prediction_ca_1,DL_det_comp_prev,DL_det_comp_1,DL_det_comp_2,DL_imp_identity_1_1,DL_imp_identity_2_1,DL_imp_identity_3_1,DL_imp_identity_telo_1,DL_imp_prediction_1,DL_imp_prediction_es_1,DL_imp_prediction_te_1,DL_imp_prediction_ca_1,DL_imp_comp_prev,DL_imp_comp_1,DL_imp_comp_2,psych_glibness_1,psych_grandiose_1,psych_path_liar_1,psych_con_manip_1,psych_remorse_1,psych_shallow_affect_1,psych_callous_1,psych_parasitism_1,psych_control_behav_1,psych_goals_1,psych_impulse_1,psych_irresponsible_1,psych_responsible_1,psych_same_offense_1,psych_criminal_1,politics_1,gender,gender_4_TEXT,ethnicity,ethnicity_5_TEXT,age,education,education_9_TEXT,comments,StudyID,FL_6_DO,FL_103_DO,FL_98_DO,FL_93_DO,FL_88_DO,FL_83_DO,FL_78_DO,FL_73_DO,FL_68_DO,FL_63_DO,FL_58_DO,FL_53_DO,FL_48_DO,FL_43_DO,FL_38_DO,FL_33_DO,FL_27_DO,"WestWinter,Deteriorate,IdentityMeasures_DO","WestWinter,Deteriorate,PredictionMeasures_DO","WestWinter,Improve,IdentityMeasures_DO","WestWinter,Improve,PredictionMeasures_DO","BrighterLab,Deteriorate,IdentityMeasures_DO","BrighterLab,Deteriorate,PredictionMeasures_DO","BrighterLab,Improve,IdentityMeasures_DO","BrighterLab,Improve,PredictionMeasures_DO","WonderlandClothing,Deteriorate,IdentityMeasures_DO","WonderlandClothing,Deteriorate,PredictionMeasures_DO","WonderlandClothing,Improve,IdentityMeasures_DO","WonderlandClothing,Improve,PredictionMeasures_DO","AccessMine,Deteriorate,IdentityMeasures_DO","AccessMine,Deteriorate,PredictionMeasures_DO","AccessMine,Improve,IdentityMeasures_DO","AccessMine,Improve,PredictionMeasures_DO","Tecigo,Deteriorate,IdentityMeasures_DO","Tecigo,Deteriorate,PredictionMeasures_DO","Tecigo,Improve,IdentityMeasures_DO","Tecigo,Improve,PredictionMeasures_DO","RoyalOil,Deteriorate,IdentityMeasures_DO","RoyalOil,Deteriorate,PredictionMeasures_DO","RoyalOil,Improve,IdentityMeasures_DO","RoyalOil,Improve,PredictionMeasures_DO","BluewaterTobacco,Deteriorate,IdentityMeasures_DO","BluewaterTobacco,Deteriorate,PredictionMeasures_DO","BluewaterTobacco,Improve,IdentityMeasures_DO","BluewaterTobacco,Improve,PredictionMeasures_DO","DocLips,Deteriorate,IdentityMeasures_DO","DocLips,Deteriorate,PredictionMeasures_DO","DocLips,Improve,IdentityMeasures_DO","DocLips,Improve,PredictionMeasures_DO",PsychopathyMeasures_DO
5/22/23 9:58,5/22/23 10:05,0,100,446,1,5/22/23 10:06,R_31YiDiDufQNC1Sk,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,70,40,83,90,,,,,1,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,75,95,90,80,85,75,98,80,70,65,70,95,70,93,50,2,,2,,50,5,,,cmc_e3,FL_12,,"WestWinter,Improve,IdentityMeasures",,,,,,,,,,,,,,,,,WW_imp_vig|WW_imp_identity_telo|WW_imp_identity_2|WW_imp_identity_3|WW_imp_identity_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psych_instructions|psych_glibness|psych_grandiose|psych_path_liar|psych_con_manip|psych_remorse|psych_shallow_affect|psych_callous|psych_parasitism|psych_control_behav|psych_goals|psych_impulse|psych_irresponsible|psych_responsible|psych_same_offense|psych_criminal
5/22/23 9:56,5/22/23 10:06,0,100,587,1,5/22/23 10:06,R_5bc6qXRYHZzvg7T,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,45,95,85,1,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,90,75,95,100,90,100,100,95,50,75,91,100,70,85,45,1,,1,,39,5,,N/A,cmc_e3,FL_13,,,"BrighterLab,Deteriorate,PredictionMeasures",,,,,,,,,,,,,,,,,,,BL_det_vig|BL_det_prediction_te|BL_det_prediction_ca|BL_det_prediction|BL_det_prediction_es,,,,,,,,,,,,,,,,,,,,,,,,,,,psych_instructions|psych_glibness|psych_grandiose|psych_path_liar|psych_con_manip|psych_remorse|psych_shallow_affect|psych_callous|psych_parasitism|psych_control_behav|psych_goals|psych_impulse|psych_irresponsible|psych_responsible|psych_same_offense|psych_criminal
5/22/23 10:02,5/22/23 10:06,0,100,205,1,5/22/23 10:06,R_cIqWPEj3sW6re25,anonymous,EN,1,2,1,15,27,46,1,50,59,92,65,,,,,1,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,65,39,56,50,29,39,61,50,54,62,65,42,37,39,25,1,,1,,41,7,,,cmc_e3,FL_11,"WestWinter,Deteriorate,IdentityMeasures",,,,,,,,,,,,,,,,WW_det_vig|WW_det_identity_3|WW_det_identity_1|WW_det_identity_2|WW_det_identity_telo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psych_instructions|psych_glibness|psych_grandiose|psych_path_liar|psych_con_manip|psych_remorse|psych_shallow_affect|psych_callous|psych_parasitism|psych_control_behav|psych_goals|psych_impulse|psych_irresponsible|psych_responsible|psych_same_offense|psych_criminal
5/22/23 10:03,5/22/23 10:06,0,100,159,1,5/22/23 10:06,R_2wo65OCjITqU5rS,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,27,77,95,,,,,1,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,64,25,36,52,53,44,55,20,22,15,36,43,43,32,6,2,,1,,42,5,,,cmc_e3,FL_20,,,,,,,,,,"Tecigo,Improve,IdentityMeasures",,,,,,,,,,,,,,,,,,,,,,,,,TC_imp_vig|TC_imp_identity_2|TC_imp_identity_3|TC_imp_identity_telo|TC_imp_identity_1,,,,,,,,,,,,,,psych_instructions|psych_glibness|psych_grandiose|psych_path_liar|psych_con_manip|psych_remorse|psych_shallow_affect|psych_callous|psych_parasitism|psych_control_behav|psych_goals|psych_impulse|psych_irresponsible|psych_responsible|psych_same_offense|psych_criminal
5/22/23 10:03,5/22/23 10:06,0,100,185,1,5/22/23 10:06,R_3j35zN4gccwMuUr,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,53,100,92,,,,,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,82,47,82,71,77,65,69,63,70,43,47,61,74,83,20,1,,1,,37,5,,,cmc_e3,FL_19,,,,,,,,,"Tecigo,Deteriorate,IdentityMeasures",,,,,,,,,,,,,,,,,,,,,,,,TC_det_vig|TC_det_identity_telo|TC_det_identity_1|TC_det_identity_2|TC_det_identity_3,,,,,,,,,,,,,,,,psych_instructions|psych_glibness|psych_grandiose|psych_path_liar|psych_con_manip|psych_remorse|psych_shallow_affect|psych_callous|psych_parasitism|psych_control_behav|psych_goals|psych_impulse|psych_irresponsible|psych_responsible|psych_same_offense|psych_criminal
5/22/23 10:01,5/22/23 10:06,0,100,282,1,5/22/23 10:06,R_3NNVbTjX79P3cEr,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,0,100,100,,,,,1,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,50,50,50,100,100,50,50,0,0,60,50,40,20,80,1,,1,,30,2,,,cmc_e3,FL_22,,,,,,,,,,,,"RoyalOil,Improve,IdentityMeasures",,,,,,,,,,,,,,,,,,,,,,,,,,,RO_imp_vig|RO_imp_identity_3|RO_imp_identity_2|RO_imp_identity_1|RO_det_identity_telo,,,,,,,,,,psych_instructions|psych_glibness|psych_grandiose|psych_path_liar|psych_con_manip|psych_remorse|psych_shallow_affect|psych_callous|psych_parasitism|psych_control_behav|psych_goals|psych_impulse|psych_irresponsible|psych_responsible|psych_same_offense|psych_criminal
5/22/23 10:00,5/22/23 10:06,0,100,317,1,5/22/23 10:06,R_1NEvEGmkUw7DwRO,anonymous,EN,1,2,2,,,,,30,30,100,100,,,,,1,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,80,60,100,65,65,65,100,50,25,50,50,60,40,60,30,2,,1,,48,3,,I question where some of these values are true or if they are just to drive profits.,cmc_e3,FL_11,"WestWinter,Deteriorate,IdentityMeasures",,,,,,,,,,,,,,,,WW_det_vig|WW_det_identity_1|WW_det_identity_2|WW_det_identity_telo|WW_det_identity_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psych_instructions|psych_glibness|psych_grandiose|psych_path_liar|psych_con_manip|psych_remorse|psych_shallow_affect|psych_callous|psych_parasitism|psych_control_behav|psych_goals|psych_impulse|psych_irresponsible|psych_responsible|psych_same_offense|psych_criminal
5/22/23 10:02,5/22/23 10:06,0,100,228,1,5/22/23 10:06,R_1k1Ps5AaNKLn4ym,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,70,100,93,,,,,1,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,66,69,61,70,44,51,78,65,28,21,21,24,24,8,46,1,,3,,47,5,,,cmc_e3,FL_14,,,,"BrighterLab,Improve,IdentityMeasures",,,,,,,,,,,,,,,,,,,BL_imp_vig|BL_imp_identity_telo|BL_imp_identity_2|BL_imp_identity_1|BL_imp_identity_3,,,,,,,,,,,,,,,,,,,,,,,,,,psych_instructions|psych_glibness|psych_grandiose|psych_path_liar|psych_con_manip|psych_remorse|psych_shallow_affect|psych_callous|psych_parasitism|psych_control_behav|psych_goals|psych_impulse|psych_irresponsible|psych_responsible|psych_same_offense|psych_criminal
5/22/23 10:01,5/22/23 10:06,0,100,280,1,5/22/23 10:06,R_d4o1sGThIFWAtG1,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,78,67,76,,,,,1,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,67,73,71,14,75,76,82,82,80,78,82,77,75,76,50,2,,3,,35,5,,,cmc_e3,FL_15,,,,,"WonderlandClothing,Deteriorate,IdentityMeasures",,,,,,,,,,,,,,,,,,,,WC_det_vig|WC_det_identity_telo|WC_det_identity_3|WC_det_identity_1|WC_det_identity_2,,,,,,,,,,,,,,,,,,,,,,,,psych_instructions|psych_glibness|psych_grandiose|psych_path_liar|psych_con_manip|psych_remorse|psych_shallow_affect|psych_callous|psych_parasitism|psych_control_behav|psych_goals|psych_impulse|psych_irresponsible|psych_responsible|psych_same_offense|psych_criminal
5/22/23 10:00,5/22/23 10:06,0,100,338,1,5/22/23 10:06,R_1mXkLRfHk2iW7MF,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,29,100,100,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,82,20,51,81,91,71,51,30,30,9,14,35,20,15,9,1,,1,,69,6,,,cmc_e3,FL_17,,,,,,,"AccessMine,Deteriorate,PredictionMeasures",,,,,,,,,,,,,,,,,,,,,,,AM_det_vig|AM_det_prediction_es|AM_det_prediction_ca|AM_det_prediction|AM_det_prediction_te,,,,,,,,,,,,,,,,,,,psych_instructions|psych_glibness|psych_grandiose|psych_path_liar|psych_con_manip|psych_remorse|psych_shallow_affect|psych_callous|psych_parasitism|psych_control_behav|psych_goals|psych_impulse|psych_irresponsible|psych_responsible|psych_same_offense|psych_criminal
5/22/23 10:02,5/22/23 10:06,0,100,234,1,5/22/23 10:06,R_bKOS4xMLJHHztFD,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,22,93,100,1,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,82,55,58,62,66,64,69,53,44,30,47,59,64,77,1,2,,1,,33,5,,,cmc_e3,FL_20,,,,,,,,,,"Tecigo,Improve,PredictionMeasures",,,,,,,,,,,,,,,,,,,,,,,,,,TC_imp_vig|TC_imp_prediction|TC_imp_prediction_ca|TC_imp_prediction_te|TC_imp_prediction_es,,,,,,,,,,,,,psych_instructions|psych_glibness|psych_grandiose|psych_path_liar|psych_con_manip|psych_remorse|psych_shallow_affect|psych_callous|psych_parasitism|psych_control_behav|psych_goals|psych_impulse|psych_irresponsible|psych_responsible|psych_same_offense|psych_criminal
5/22/23 10:03,5/22/23 10:06,0,100,170,1,5/22/23 10:06,R_10uThcqSbgnpPjz,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,20,100,80,1,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,30,30,100,100,100,100,50,1,,1,,33,2,,,cmc_e3,FL_20,,,,,,,,,,"Tecigo,Improve,PredictionMeasures",,,,,,,,,,,,,,,,,,,,,,,,,,TC_imp_vig|TC_imp_prediction|TC_imp_prediction_es|TC_imp_prediction_te|TC_imp_prediction_ca,,,,,,,,,,,,,psych_instructions|psych_glibness|psych_grandiose|psych_path_liar|psych_con_manip|psych_remorse|psych_shallow_affect|psych_callous|psych_parasitism|psych_control_behav|psych_goals|psych_impulse|psych_irresponsible|psych_responsible|psych_same_offense|psych_criminal
5/22/23 10:02,5/22/23 10:06,0,100,266,1,5/22/23 10:06,R_1k1T6U0SV2agXCR,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,7,100,100,,,,,1,5,2,44,20,43,47,30,40,29,49,50,10,10,16,44,44,18,81,1,,1,,81,6,,,cmc_e3,FL_26,,,,,,,,,,,,,,,,"DocLips,Improve,IdentityMeasures",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DL_imp_vig|DL_imp_identity_3|DL_imp_identity_1|DL_imp_identity_2|DL_imp_identity_telo,,psych_instructions|psych_glibness|psych_grandiose|psych_path_liar|psych_con_manip|psych_remorse|psych_shallow_affect|psych_callous|psych_parasitism|psych_control_behav|psych_goals|psych_impulse|psych_irresponsible|psych_responsible|psych_same_offense|psych_criminal
5/22/23 10:02,5/22/23 10:06,0,100,221,1,5/22/23 10:06,R_AjMnjW4xQOrbLG1,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,100,100,1,5,1,,,,,,,,,,,,,,,,,,,,,,,86,96,90,90,98,87,97,100,100,19,2,72,85,95,87,8,2,,1,,27,6,,,cmc_e3,FL_24,,,,,,,,,,,,,,"BluewaterTobacco,Improve,PredictionMeasures",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BT_imp_vig|BT_imp_prediction_te|BT_imp_prediction|BT_imp_prediction_es|BT_imp_prediction_ca,,,,,psych_instructions|psych_glibness|psych_grandiose|psych_path_liar|psych_con_manip|psych_remorse|psych_shallow_affect|psych_callous|psych_parasitism|psych_control_behav|psych_goals|psych_impulse|psych_irresponsible|psych_responsible|psych_same_offense|psych_criminal
5/22/23 10:03,5/22/23 10:06,0,100,200,1,5/22/23 10:06,R_1eWS5Qw7xBGNJVm,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,50,100,100,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,51,41,59,49,54,49,26,24,15,23,48,49,59,41,50,1,,1,,30,4,,,cmc_e3,FL_22,,,,,,,,,,,,"RoyalOil,Improve,PredictionMeasures",,,,,,,,,,,,,,,,,,,,,,,,,,,,RO_imp_vig|RO_imp_prediction_ca|RO_imp_prediction|RO_imp_prediction_es|RO_imp_prediction_te,,,,,,,,,psych_instructions|psych_glibness|psych_grandiose|psych_path_liar|psych_con_manip|psych_remorse|psych_shallow_affect|psych_callous|psych_parasitism|psych_control_behav|psych_goals|psych_impulse|psych_irresponsible|psych_responsible|psych_same_offense|psych_criminal
5/22/23 10:00,5/22/23 10:06,0,100,374,1,5/22/23 10:06,R_xAynyUZVsbIdWpj,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,30,100,90,1,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,81,64,64,55,66,64,81,70,34,39,54,80,60,54,40,2,,1,,40,5,,,cmc_e3,FL_22,,,,,,,,,,,,"RoyalOil,Improve,PredictionMeasures",,,,,,,,,,,,,,,,,,,,,,,,,,,,RO_imp_vig|RO_imp_prediction|RO_imp_prediction_ca|RO_imp_prediction_te|RO_imp_prediction_es,,,,,,,,,psych_instructions|psych_glibness|psych_grandiose|psych_path_liar|psych_con_manip|psych_remorse|psych_shallow_affect|psych_callous|psych_parasitism|psych_control_behav|psych_goals|psych_impulse|psych_irresponsible|psych_responsible|psych_same_offense|psych_criminal
5/22/23 10:02,5/22/23 10:06,0,100,264,1,5/22/23 10:06,R_Qbw0LesgGZ5MJcR,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,,,,,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,50,65,50,55,70,70,80,50,50,30,70,30,60,70,40,1,,1,,29,5,,,cmc_e3,FL_17,,,,,,,"AccessMine,Deteriorate,IdentityMeasures",,,,,,,,,,,,,,,,,,,,,,AM_det_vig|AM_det_identity_2|AM_det_identity_1|AM_det_identity_3|AM_det_identity_telo,,,,,,,,,,,,,,,,,,,,psych_instructions|psych_glibness|psych_grandiose|psych_path_liar|psych_con_manip|psych_remorse|psych_shallow_affect|psych_callous|psych_parasitism|psych_control_behav|psych_goals|psych_impulse|psych_irresponsible|psych_responsible|psych_same_offense|psych_criminal
5/22/23 10:03,5/22/23 10:06,0,100,164,1,5/22/23 10:06,R_33d9vZBpUpCFm2p,anonymous,EN,1,1,2,15,20,30,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,40,71,46,1,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,20,43,53,48,36,25,40,21,22,15,23,67,35,42,20,2,,1,,22,5,,,cmc_e3,FL_19,,,,,,,,,"Tecigo,Deteriorate,PredictionMeasures",,,,,,,,,,,,,,,,,,,,,,,,,TC_det_vig|TC_det_prediction_te|TC_det_prediction|TC_det_prediction_es|TC_det_prediction_ca,,,,,,,,,,,,,,,psych_instructions|psych_glibness|psych_grandiose|psych_path_liar|psych_con_manip|psych_remorse|psych_shallow_affect|psych_callous|psych_parasitism|psych_control_behav|psych_goals|psych_impulse|psych_irresponsible|psych_responsible|psych_same_offense|psych_criminal
5/22/23 10:02,5/22/23 10:06,0,100,234,1,5/22/23 10:06,R_Xz83IceuaEBAlLr,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,35,0,100,100,,,,,1,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,100,100,100,100,85,70,100,100,60,100,70,85,100,80,50,1,,4,,20,4,,,cmc_e3,FL_13,,,"BrighterLab,Deteriorate,IdentityMeasures",,,,,,,,,,,,,,,,,,BL_det_vig|BL_det_identity_telo|BL_det_identity_3|BL_det_identity_1|BL_det_identity_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,psych_instructions|psych_glibness|psych_grandiose|psych_path_liar|psych_con_manip|psych_remorse|psych_shallow_affect|psych_callous|psych_parasitism|psych_control_behav|psych_goals|psych_impulse|psych_irresponsible|psych_responsible|psych_same_offense|psych_criminal
